"YW_L1";"YW_L2";"YW_L3";"YW_L4";"YW_L5";"YW_L6";"YW_L7";"YW_L8";"YW_L9";"YW_L10";"YW_L11"
-16,123230828;-4,512891864;-2,570158807;-10,15962235;-11,283672375;-8,453579943;-16,699995942;-23,944085079;-16,910292978;-7,05113918;-8,358181339
-23,487809537;-16,123230828;-4,512891864;-2,570158807;-10,15962235;-11,283672375;-8,453579943;-16,699995942;-23,944085079;-16,910292978;-7,05113918
-22,84680562;-23,487809537;-16,123230828;-4,512891864;-2,570158807;-10,15962235;-11,283672375;-8,453579943;-16,699995942;-23,944085079;-16,910292978
-26,566626945;-22,84680562;-23,487809537;-16,123230828;-4,512891864;-2,570158807;-10,15962235;-11,283672375;-8,453579943;-16,699995942;-23,944085079
-32,005937889;-26,566626945;-22,84680562;-23,487809537;-16,123230828;-4,512891864;-2,570158807;-10,15962235;-11,283672375;-8,453579943;-16,699995942
-29,698660752;-32,005937889;-26,566626945;-22,84680562;-23,487809537;-16,123230828;-4,512891864;-2,570158807;-10,15962235;-11,283672375;-8,453579943
-21,985768176;-29,698660752;-32,005937889;-26,566626945;-22,84680562;-23,487809537;-16,123230828;-4,512891864;-2,570158807;-10,15962235;-11,283672375
-17,839262487;-21,985768176;-29,698660752;-32,005937889;-26,566626945;-22,84680562;-23,487809537;-16,123230828;-4,512891864;-2,570158807;-10,15962235
-16,738890547;-17,839262487;-21,985768176;-29,698660752;-32,005937889;-26,566626945;-22,84680562;-23,487809537;-16,123230828;-4,512891864;-2,570158807
-10,022328176;-16,738890547;-17,839262487;-21,985768176;-29,698660752;-32,005937889;-26,566626945;-22,84680562;-23,487809537;-16,123230828;-4,512891864
-5,009089774;-10,022328176;-16,738890547;-17,839262487;-21,985768176;-29,698660752;-32,005937889;-26,566626945;-22,84680562;-23,487809537;-16,123230828
-5,996403437;-5,009089774;-10,022328176;-16,738890547;-17,839262487;-21,985768176;-29,698660752;-32,005937889;-26,566626945;-22,84680562;-23,487809537
-8,279464878;-5,996403437;-5,009089774;-10,022328176;-16,738890547;-17,839262487;-21,985768176;-29,698660752;-32,005937889;-26,566626945;-22,84680562
-8,846292033;-8,279464878;-5,996403437;-5,009089774;-10,022328176;-16,738890547;-17,839262487;-21,985768176;-29,698660752;-32,005937889;-26,566626945
-7,49700924;-8,846292033;-8,279464878;-5,996403437;-5,009089774;-10,022328176;-16,738890547;-17,839262487;-21,985768176;-29,698660752;-32,005937889
-8,436195396;-7,49700924;-8,846292033;-8,279464878;-5,996403437;-5,009089774;-10,022328176;-16,738890547;-17,839262487;-21,985768176;-29,698660752
-9,609191682;-8,436195396;-7,49700924;-8,846292033;-8,279464878;-5,996403437;-5,009089774;-10,022328176;-16,738890547;-17,839262487;-21,985768176
-5,408203731;-9,609191682;-8,436195396;-7,49700924;-8,846292033;-8,279464878;-5,996403437;-5,009089774;-10,022328176;-16,738890547;-17,839262487
0,80486273;-5,408203731;-9,609191682;-8,436195396;-7,49700924;-8,846292033;-8,279464878;-5,996403437;-5,009089774;-10,022328176;-16,738890547
2,604416422;0,80486273;-5,408203731;-9,609191682;-8,436195396;-7,49700924;-8,846292033;-8,279464878;-5,996403437;-5,009089774;-10,022328176
-1,385065375;2,604416422;0,80486273;-5,408203731;-9,609191682;-8,436195396;-7,49700924;-8,846292033;-8,279464878;-5,996403437;-5,009089774
-3,807665675;-1,385065375;2,604416422;0,80486273;-5,408203731;-9,609191682;-8,436195396;-7,49700924;-8,846292033;-8,279464878;-5,996403437
-3,831247242;-3,807665675;-1,385065375;2,604416422;0,80486273;-5,408203731;-9,609191682;-8,436195396;-7,49700924;-8,846292033;-8,279464878
-9,086338478;-3,831247242;-3,807665675;-1,385065375;2,604416422;0,80486273;-5,408203731;-9,609191682;-8,436195396;-7,49700924;-8,846292033
-14,929304891;-9,086338478;-3,831247242;-3,807665675;-1,385065375;2,604416422;0,80486273;-5,408203731;-9,609191682;-8,436195396;-7,49700924
-14,346466737;-14,929304891;-9,086338478;-3,831247242;-3,807665675;-1,385065375;2,604416422;0,80486273;-5,408203731;-9,609191682;-8,436195396
-8,389607141;-14,346466737;-14,929304891;-9,086338478;-3,831247242;-3,807665675;-1,385065375;2,604416422;0,80486273;-5,408203731;-9,609191682
-3,281014381;-8,389607141;-14,346466737;-14,929304891;-9,086338478;-3,831247242;-3,807665675;-1,385065375;2,604416422;0,80486273;-5,408203731
-2,585421577;-3,281014381;-8,389607141;-14,346466737;-14,929304891;-9,086338478;-3,831247242;-3,807665675;-1,385065375;2,604416422;0,80486273
-0,378105285;-2,585421577;-3,281014381;-8,389607141;-14,346466737;-14,929304891;-9,086338478;-3,831247242;-3,807665675;-1,385065375;2,604416422
6,686324513;-0,378105285;-2,585421577;-3,281014381;-8,389607141;-14,346466737;-14,929304891;-9,086338478;-3,831247242;-3,807665675;-1,385065375
9,856748866;6,686324513;-0,378105285;-2,585421577;-3,281014381;-8,389607141;-14,346466737;-14,929304891;-9,086338478;-3,831247242;-3,807665675
2,670185893;9,856748866;6,686324513;-0,378105285;-2,585421577;-3,281014381;-8,389607141;-14,346466737;-14,929304891;-9,086338478;-3,831247242
-4,242118628;2,670185893;9,856748866;6,686324513;-0,378105285;-2,585421577;-3,281014381;-8,389607141;-14,346466737;-14,929304891;-9,086338478
-0,256993732999999;-4,242118628;2,670185893;9,856748866;6,686324513;-0,378105285;-2,585421577;-3,281014381;-8,389607141;-14,346466737;-14,929304891
6,850127712;-0,256993732999999;-4,242118628;2,670185893;9,856748866;6,686324513;-0,378105285;-2,585421577;-3,281014381;-8,389607141;-14,346466737
3,256459948;6,850127712;-0,256993732999999;-4,242118628;2,670185893;9,856748866;6,686324513;-0,378105285;-2,585421577;-3,281014381;-8,389607141
1,232123078;3,256459948;6,850127712;-0,256993732999999;-4,242118628;2,670185893;9,856748866;6,686324513;-0,378105285;-2,585421577;-3,281014381
10,916357581;1,232123078;3,256459948;6,850127712;-0,256993732999999;-4,242118628;2,670185893;9,856748866;6,686324513;-0,378105285;-2,585421577
12,784535791;10,916357581;1,232123078;3,256459948;6,850127712;-0,256993732999999;-4,242118628;2,670185893;9,856748866;6,686324513;-0,378105285
2,843339312;12,784535791;10,916357581;1,232123078;3,256459948;6,850127712;-0,256993732999999;-4,242118628;2,670185893;9,856748866;6,686324513
-5,428165854;2,843339312;12,784535791;10,916357581;1,232123078;3,256459948;6,850127712;-0,256993732999999;-4,242118628;2,670185893;9,856748866
-2,051632091;-5,428165854;2,843339312;12,784535791;10,916357581;1,232123078;3,256459948;6,850127712;-0,256993732999999;-4,242118628;2,670185893
-1,544267823;-2,051632091;-5,428165854;2,843339312;12,784535791;10,916357581;1,232123078;3,256459948;6,850127712;-0,256993732999999;-4,242118628
-10,905506065;-1,544267823;-2,051632091;-5,428165854;2,843339312;12,784535791;10,916357581;1,232123078;3,256459948;6,850127712;-0,256993732999999
-9,5209017;-10,905506065;-1,544267823;-2,051632091;-5,428165854;2,843339312;12,784535791;10,916357581;1,232123078;3,256459948;6,850127712
2,857953094;-9,5209017;-10,905506065;-1,544267823;-2,051632091;-5,428165854;2,843339312;12,784535791;10,916357581;1,232123078;3,256459948
7,035679508;2,857953094;-9,5209017;-10,905506065;-1,544267823;-2,051632091;-5,428165854;2,843339312;12,784535791;10,916357581;1,232123078
-1,723570843;7,035679508;2,857953094;-9,5209017;-10,905506065;-1,544267823;-2,051632091;-5,428165854;2,843339312;12,784535791;10,916357581
-2,609022733;-1,723570843;7,035679508;2,857953094;-9,5209017;-10,905506065;-1,544267823;-2,051632091;-5,428165854;2,843339312;12,784535791
5,119281992;-2,609022733;-1,723570843;7,035679508;2,857953094;-9,5209017;-10,905506065;-1,544267823;-2,051632091;-5,428165854;2,843339312
2,929887443;5,119281992;-2,609022733;-1,723570843;7,035679508;2,857953094;-9,5209017;-10,905506065;-1,544267823;-2,051632091;-5,428165854
-4,165030828;2,929887443;5,119281992;-2,609022733;-1,723570843;7,035679508;2,857953094;-9,5209017;-10,905506065;-1,544267823;-2,051632091
-1,170163024;-4,165030828;2,929887443;5,119281992;-2,609022733;-1,723570843;7,035679508;2,857953094;-9,5209017;-10,905506065;-1,544267823
