"YM_L1";"YM_L2";"YM_L3";"YM_L4";"YM_L5";"YM_L6";"YM_L7";"YM_L8";"YM_L9";"YM_L10";"YM_L11"
-5,98197923;-6,096462168;-4,242059053;-3,180818336;-3,363690951;-2,393699967;-0,79804079;-1,332107788;-3,912133425;-6,159377779;-6,259784236
-5,292761059;-5,98197923;-6,096462168;-4,242059053;-3,180818336;-3,363690951;-2,393699967;-0,79804079;-1,332107788;-3,912133425;-6,159377779
-6,63342593;-5,292761059;-5,98197923;-6,096462168;-4,242059053;-3,180818336;-3,363690951;-2,393699967;-0,79804079;-1,332107788;-3,912133425
-7,56219519;-6,63342593;-5,292761059;-5,98197923;-6,096462168;-4,242059053;-3,180818336;-3,363690951;-2,393699967;-0,79804079;-1,332107788
-4,906957931;-7,56219519;-6,63342593;-5,292761059;-5,98197923;-6,096462168;-4,242059053;-3,180818336;-3,363690951;-2,393699967;-0,79804079
-0,892137229;-4,906957931;-7,56219519;-6,63342593;-5,292761059;-5,98197923;-6,096462168;-4,242059053;-3,180818336;-3,363690951;-2,393699967
0,186184175;-0,892137229;-4,906957931;-7,56219519;-6,63342593;-5,292761059;-5,98197923;-6,096462168;-4,242059053;-3,180818336;-3,363690951
-0,672498039;0,186184175;-0,892137229;-4,906957931;-7,56219519;-6,63342593;-5,292761059;-5,98197923;-6,096462168;-4,242059053;-3,180818336
0,522543872;-0,672498039;0,186184175;-0,892137229;-4,906957931;-7,56219519;-6,63342593;-5,292761059;-5,98197923;-6,096462168;-4,242059053
2,56725702;0,522543872;-0,672498039;0,186184175;-0,892137229;-4,906957931;-7,56219519;-6,63342593;-5,292761059;-5,98197923;-6,096462168
1,397587383;2,56725702;0,522543872;-0,672498039;0,186184175;-0,892137229;-4,906957931;-7,56219519;-6,63342593;-5,292761059;-5,98197923
-1,893422092;1,397587383;2,56725702;0,522543872;-0,672498039;0,186184175;-0,892137229;-4,906957931;-7,56219519;-6,63342593;-5,292761059
-2,833259267;-1,893422092;1,397587383;2,56725702;0,522543872;-0,672498039;0,186184175;-0,892137229;-4,906957931;-7,56219519;-6,63342593
-1,29792726;-2,833259267;-1,893422092;1,397587383;2,56725702;0,522543872;-0,672498039;0,186184175;-0,892137229;-4,906957931;-7,56219519
-0,917356429;-1,29792726;-2,833259267;-1,893422092;1,397587383;2,56725702;0,522543872;-0,672498039;0,186184175;-0,892137229;-4,906957931
-1,689232207;-0,917356429;-1,29792726;-2,833259267;-1,893422092;1,397587383;2,56725702;0,522543872;-0,672498039;0,186184175;-0,892137229
-2,345702432;-1,689232207;-0,917356429;-1,29792726;-2,833259267;-1,893422092;1,397587383;2,56725702;0,522543872;-0,672498039;0,186184175
-6,109631858;-2,345702432;-1,689232207;-0,917356429;-1,29792726;-2,833259267;-1,893422092;1,397587383;2,56725702;0,522543872;-0,672498039
-12,773485727;-6,109631858;-2,345702432;-1,689232207;-0,917356429;-1,29792726;-2,833259267;-1,893422092;1,397587383;2,56725702;0,522543872
-13,883242671;-12,773485727;-6,109631858;-2,345702432;-1,689232207;-0,917356429;-1,29792726;-2,833259267;-1,893422092;1,397587383;2,56725702
-7,041876547;-13,883242671;-12,773485727;-6,109631858;-2,345702432;-1,689232207;-0,917356429;-1,29792726;-2,833259267;-1,893422092;1,397587383
-1,833639335;-7,041876547;-13,883242671;-12,773485727;-6,109631858;-2,345702432;-1,689232207;-0,917356429;-1,29792726;-2,833259267;-1,893422092
-2,400869741;-1,833639335;-7,041876547;-13,883242671;-12,773485727;-6,109631858;-2,345702432;-1,689232207;-0,917356429;-1,29792726;-2,833259267
-0,852634893;-2,400869741;-1,833639335;-7,041876547;-13,883242671;-12,773485727;-6,109631858;-2,345702432;-1,689232207;-0,917356429;-1,29792726
5,564494259;-0,852634893;-2,400869741;-1,833639335;-7,041876547;-13,883242671;-12,773485727;-6,109631858;-2,345702432;-1,689232207;-0,917356429
7,031320385;5,564494259;-0,852634893;-2,400869741;-1,833639335;-7,041876547;-13,883242671;-12,773485727;-6,109631858;-2,345702432;-1,689232207
-1,27636571;7,031320385;5,564494259;-0,852634893;-2,400869741;-1,833639335;-7,041876547;-13,883242671;-12,773485727;-6,109631858;-2,345702432
-9,678112409;-1,27636571;7,031320385;5,564494259;-0,852634893;-2,400869741;-1,833639335;-7,041876547;-13,883242671;-12,773485727;-6,109631858
-10,074614964;-9,678112409;-1,27636571;7,031320385;5,564494259;-0,852634893;-2,400869741;-1,833639335;-7,041876547;-13,883242671;-12,773485727
-5,555335422;-10,074614964;-9,678112409;-1,27636571;7,031320385;5,564494259;-0,852634893;-2,400869741;-1,833639335;-7,041876547;-13,883242671
-1,306181214;-5,555335422;-10,074614964;-9,678112409;-1,27636571;7,031320385;5,564494259;-0,852634893;-2,400869741;-1,833639335;-7,041876547
0,642127849;-1,306181214;-5,555335422;-10,074614964;-9,678112409;-1,27636571;7,031320385;5,564494259;-0,852634893;-2,400869741;-1,833639335
-0,144680975;0,642127849;-1,306181214;-5,555335422;-10,074614964;-9,678112409;-1,27636571;7,031320385;5,564494259;-0,852634893;-2,400869741
-1,00775804;-0,144680975;0,642127849;-1,306181214;-5,555335422;-10,074614964;-9,678112409;-1,27636571;7,031320385;5,564494259;-0,852634893
0,577568688;-1,00775804;-0,144680975;0,642127849;-1,306181214;-5,555335422;-10,074614964;-9,678112409;-1,27636571;7,031320385;5,564494259
1,252276469;0,577568688;-1,00775804;-0,144680975;0,642127849;-1,306181214;-5,555335422;-10,074614964;-9,678112409;-1,27636571;7,031320385
-2,642091297;1,252276469;0,577568688;-1,00775804;-0,144680975;0,642127849;-1,306181214;-5,555335422;-10,074614964;-9,678112409;-1,27636571
-6,263589951;-2,642091297;1,252276469;0,577568688;-1,00775804;-0,144680975;0,642127849;-1,306181214;-5,555335422;-10,074614964;-9,678112409
-3,152442224;-6,263589951;-2,642091297;1,252276469;0,577568688;-1,00775804;-0,144680975;0,642127849;-1,306181214;-5,555335422;-10,074614964
2,036074873;-3,152442224;-6,263589951;-2,642091297;1,252276469;0,577568688;-1,00775804;-0,144680975;0,642127849;-1,306181214;-5,555335422
1,915623788;2,036074873;-3,152442224;-6,263589951;-2,642091297;1,252276469;0,577568688;-1,00775804;-0,144680975;0,642127849;-1,306181214
-0,779332666;1,915623788;2,036074873;-3,152442224;-6,263589951;-2,642091297;1,252276469;0,577568688;-1,00775804;-0,144680975;0,642127849
-0,885944941;-0,779332666;1,915623788;2,036074873;-3,152442224;-6,263589951;-2,642091297;1,252276469;0,577568688;-1,00775804;-0,144680975
0,324309047;-0,885944941;-0,779332666;1,915623788;2,036074873;-3,152442224;-6,263589951;-2,642091297;1,252276469;0,577568688;-1,00775804
-0,168874723;0,324309047;-0,885944941;-0,779332666;1,915623788;2,036074873;-3,152442224;-6,263589951;-2,642091297;1,252276469;0,577568688
-1,551241757;-0,168874723;0,324309047;-0,885944941;-0,779332666;1,915623788;2,036074873;-3,152442224;-6,263589951;-2,642091297;1,252276469
-1,616903793;-1,551241757;-0,168874723;0,324309047;-0,885944941;-0,779332666;1,915623788;2,036074873;-3,152442224;-6,263589951;-2,642091297
-0,736299596;-1,616903793;-1,551241757;-0,168874723;0,324309047;-0,885944941;-0,779332666;1,915623788;2,036074873;-3,152442224;-6,263589951
-0,238148493;-0,736299596;-1,616903793;-1,551241757;-0,168874723;0,324309047;-0,885944941;-0,779332666;1,915623788;2,036074873;-3,152442224
-0,429829776;-0,238148493;-0,736299596;-1,616903793;-1,551241757;-0,168874723;0,324309047;-0,885944941;-0,779332666;1,915623788;2,036074873
-1,224947169;-0,429829776;-0,238148493;-0,736299596;-1,616903793;-1,551241757;-0,168874723;0,324309047;-0,885944941;-0,779332666;1,915623788
-1,7416795;-1,224947169;-0,429829776;-0,238148493;-0,736299596;-1,616903793;-1,551241757;-0,168874723;0,324309047;-0,885944941;-0,779332666
-1,413473804;-1,7416795;-1,224947169;-0,429829776;-0,238148493;-0,736299596;-1,616903793;-1,551241757;-0,168874723;0,324309047;-0,885944941
-1,315848579;-1,413473804;-1,7416795;-1,224947169;-0,429829776;-0,238148493;-0,736299596;-1,616903793;-1,551241757;-0,168874723;0,324309047
-2,071375664;-1,315848579;-1,413473804;-1,7416795;-1,224947169;-0,429829776;-0,238148493;-0,736299596;-1,616903793;-1,551241757;-0,168874723
-1,82118035;-2,071375664;-1,315848579;-1,413473804;-1,7416795;-1,224947169;-0,429829776;-0,238148493;-0,736299596;-1,616903793;-1,551241757
0,396948905;-1,82118035;-2,071375664;-1,315848579;-1,413473804;-1,7416795;-1,224947169;-0,429829776;-0,238148493;-0,736299596;-1,616903793
1,717404028;0,396948905;-1,82118035;-2,071375664;-1,315848579;-1,413473804;-1,7416795;-1,224947169;-0,429829776;-0,238148493;-0,736299596
0,457260851;1,717404028;0,396948905;-1,82118035;-2,071375664;-1,315848579;-1,413473804;-1,7416795;-1,224947169;-0,429829776;-0,238148493
-1,154912335;0,457260851;1,717404028;0,396948905;-1,82118035;-2,071375664;-1,315848579;-1,413473804;-1,7416795;-1,224947169;-0,429829776
-1,045511099;-1,154912335;0,457260851;1,717404028;0,396948905;-1,82118035;-2,071375664;-1,315848579;-1,413473804;-1,7416795;-1,224947169
-0,760055642;-1,045511099;-1,154912335;0,457260851;1,717404028;0,396948905;-1,82118035;-2,071375664;-1,315848579;-1,413473804;-1,7416795
-1,369210916;-0,760055642;-1,045511099;-1,154912335;0,457260851;1,717404028;0,396948905;-1,82118035;-2,071375664;-1,315848579;-1,413473804
-1,2307952;-1,369210916;-0,760055642;-1,045511099;-1,154912335;0,457260851;1,717404028;0,396948905;-1,82118035;-2,071375664;-1,315848579
0,170018927;-1,2307952;-1,369210916;-0,760055642;-1,045511099;-1,154912335;0,457260851;1,717404028;0,396948905;-1,82118035;-2,071375664
2,204064974;0,170018927;-1,2307952;-1,369210916;-0,760055642;-1,045511099;-1,154912335;0,457260851;1,717404028;0,396948905;-1,82118035
3,701824578;2,204064974;0,170018927;-1,2307952;-1,369210916;-0,760055642;-1,045511099;-1,154912335;0,457260851;1,717404028;0,396948905
4,002720504;3,701824578;2,204064974;0,170018927;-1,2307952;-1,369210916;-0,760055642;-1,045511099;-1,154912335;0,457260851;1,717404028
4,068295756;4,002720504;3,701824578;2,204064974;0,170018927;-1,2307952;-1,369210916;-0,760055642;-1,045511099;-1,154912335;0,457260851
4,169815097;4,068295756;4,002720504;3,701824578;2,204064974;0,170018927;-1,2307952;-1,369210916;-0,760055642;-1,045511099;-1,154912335
3,64990585;4,169815097;4,068295756;4,002720504;3,701824578;2,204064974;0,170018927;-1,2307952;-1,369210916;-0,760055642;-1,045511099
3,084599415;3,64990585;4,169815097;4,068295756;4,002720504;3,701824578;2,204064974;0,170018927;-1,2307952;-1,369210916;-0,760055642
3,174397361;3,084599415;3,64990585;4,169815097;4,068295756;4,002720504;3,701824578;2,204064974;0,170018927;-1,2307952;-1,369210916
2,507226428;3,174397361;3,084599415;3,64990585;4,169815097;4,068295756;4,002720504;3,701824578;2,204064974;0,170018927;-1,2307952
0,745811229;2,507226428;3,174397361;3,084599415;3,64990585;4,169815097;4,068295756;4,002720504;3,701824578;2,204064974;0,170018927
0,6245921;0,745811229;2,507226428;3,174397361;3,084599415;3,64990585;4,169815097;4,068295756;4,002720504;3,701824578;2,204064974
2,360421442;0,6245921;0,745811229;2,507226428;3,174397361;3,084599415;3,64990585;4,169815097;4,068295756;4,002720504;3,701824578
2,288838861;2,360421442;0,6245921;0,745811229;2,507226428;3,174397361;3,084599415;3,64990585;4,169815097;4,068295756;4,002720504
0,327777001;2,288838861;2,360421442;0,6245921;0,745811229;2,507226428;3,174397361;3,084599415;3,64990585;4,169815097;4,068295756
0,79776144;0,327777001;2,288838861;2,360421442;0,6245921;0,745811229;2,507226428;3,174397361;3,084599415;3,64990585;4,169815097
3,216301996;0,79776144;0,327777001;2,288838861;2,360421442;0,6245921;0,745811229;2,507226428;3,174397361;3,084599415;3,64990585
2,76901404;3,216301996;0,79776144;0,327777001;2,288838861;2,360421442;0,6245921;0,745811229;2,507226428;3,174397361;3,084599415
0,615503692;2,76901404;3,216301996;0,79776144;0,327777001;2,288838861;2,360421442;0,6245921;0,745811229;2,507226428;3,174397361
0,642457619;0,615503692;2,76901404;3,216301996;0,79776144;0,327777001;2,288838861;2,360421442;0,6245921;0,745811229;2,507226428
2,397602154;0,642457619;0,615503692;2,76901404;3,216301996;0,79776144;0,327777001;2,288838861;2,360421442;0,6245921;0,745811229
3,388188192;2,397602154;0,642457619;0,615503692;2,76901404;3,216301996;0,79776144;0,327777001;2,288838861;2,360421442;0,6245921
3,565860488;3,388188192;2,397602154;0,642457619;0,615503692;2,76901404;3,216301996;0,79776144;0,327777001;2,288838861;2,360421442
4,549781051;3,565860488;3,388188192;2,397602154;0,642457619;0,615503692;2,76901404;3,216301996;0,79776144;0,327777001;2,288838861
4,925271312;4,549781051;3,565860488;3,388188192;2,397602154;0,642457619;0,615503692;2,76901404;3,216301996;0,79776144;0,327777001
3,771490929;4,925271312;4,549781051;3,565860488;3,388188192;2,397602154;0,642457619;0,615503692;2,76901404;3,216301996;0,79776144
2,966178267;3,771490929;4,925271312;4,549781051;3,565860488;3,388188192;2,397602154;0,642457619;0,615503692;2,76901404;3,216301996
3,087680556;2,966178267;3,771490929;4,925271312;4,549781051;3,565860488;3,388188192;2,397602154;0,642457619;0,615503692;2,76901404
2,553283028;3,087680556;2,966178267;3,771490929;4,925271312;4,549781051;3,565860488;3,388188192;2,397602154;0,642457619;0,615503692
0,864569544;2,553283028;3,087680556;2,966178267;3,771490929;4,925271312;4,549781051;3,565860488;3,388188192;2,397602154;0,642457619
0,943463414;0,864569544;2,553283028;3,087680556;2,966178267;3,771490929;4,925271312;4,549781051;3,565860488;3,388188192;2,397602154
2,960932694;0,943463414;0,864569544;2,553283028;3,087680556;2,966178267;3,771490929;4,925271312;4,549781051;3,565860488;3,388188192
