F1;F2;F3;F4 ;F5;F6;F7;F8
-0,025426795;0,041786343;0,12766528;-0,057056611;0,09452101;0,055669527;-0,034809968;-0,015501248
0,151989182;-0,096679887;0,022530287;-0,074807295;-0,091875202;0,040994376;0,133360121;0,020232663
0,083685373;0,069201345;-0,043442173;-0,14382836;-0,092820599;0,046273041;0,262784616;-0,03100828
4,11E-02;-0,169082056;0,185747667;-0,085477894;0,05076705;-0,009645078;-0,022603104;-0,059909756
2,35E+00;-1,30E+00;9,88E-02;1,66E-01;-1,21E+00;-3,38E-01;-9,69E-01;-8,36E-02
0,901724156;-0,361433773;0,031691118;-0,093167707;-0,365929005;-0,182820382;0,10692339;-0,426946971
-0,914887755;0,963484218;-0,054918849;-0,09708857;0,758802158;0,168790233;-0,163745416;-0,604363162
-1,021291721;0,931276648;0,051885248;-0,019340852;0,875107975;0,296547093;-0,151350988;0,066018401
-1,054786815;0,454946962;0,152584001;-0,091513182;0,775609662;0,197508206;-0,141737709;0,127501909
-0,183592519;-0,344957145;0,344422126;-0,091067996;0,018804113;-0,007663527;0,255034307;-0,089231958
0,305746928;-0,386330303;0,012833684;-0,019010402;-0,384698077;-0,201100986;0,226887594;-0,17158457
-0,512588252;0,126899588;0,000736556;0,063901425;0,009612648;-0,067001143;0,249528276;-0,002061525
0,052097713;-0,089399957;-0,2066352;0,140350357;-0,247196373;-0,02613138;0,081078767;0,338126847
0,393504527;-0,347133505;-0,204313565;0,112514099;-0,415739828;-0,059880196;0,070610125;0,505200213
0,230644371;-0,271093712;-0,038872077;-0,027229338;-0,244740727;0,025893002;0,115442779;0,172650597
0,918743221;-0,532352072;-0,145962982;0,086762483;-0,654067218;-0,181245547;0,311157783;0,05739632
-1,071201235;0,623112854;-0,002134251;-0,04662386;0,501001472;0,181677762;-0,062016066;-0,268905131
-0,263562694;0,366595048;-0,051704408;-0,024539462;0,277511439;0,222865936;0,230021242;0,185233196
-0,087081875;0,052396025;0,083727468;0,005479006;0,069252693;-0,053677126;-0,128305952;0,345736854
